id,stage,winning_character
765,DREAMLAND,MARTH
766,BATTLEFIELD,FOX
767,YOSHIS_STORY,MARTH
768,DREAMLAND,FOX
769,POKEMON_STADIUM,MARTH
770,DREAMLAND,FOX
771,FINAL_DESTINATION,MARTH
772,BATTLEFIELD,FOX
773,DREAMLAND,MARTH
774,FOUNTAIN_OF_DREAMS,FOX
775,YOSHIS_STORY,FOX
776,FOUNTAIN_OF_DREAMS,MARTH
777,FOUNTAIN_OF_DREAMS,FOX
778,FINAL_DESTINATION,MARTH
779,FINAL_DESTINATION,FOX
780,POKEMON_STADIUM,FOX
781,FINAL_DESTINATION,FOX
782,BATTLEFIELD,MARTH
783,YOSHIS_STORY,FOX
784,FOUNTAIN_OF_DREAMS,MARTH
785,BATTLEFIELD,FOX
786,FINAL_DESTINATION,MARTH
787,POKEMON_STADIUM,FOX
788,YOSHIS_STORY,FOX
789,BATTLEFIELD,FOX
790,FOUNTAIN_OF_DREAMS,MARTH
791,POKEMON_STADIUM,MARTH
792,FOUNTAIN_OF_DREAMS,MARTH
793,FOUNTAIN_OF_DREAMS,FOX
794,DREAMLAND,MARTH
795,FOUNTAIN_OF_DREAMS,FOX
796,DREAMLAND,MARTH
797,YOSHIS_STORY,FOX
798,DREAMLAND,FOX
799,BATTLEFIELD,FOX
800,BATTLEFIELD,FOX
801,POKEMON_STADIUM,FOX
802,DREAMLAND,FOX
803,BATTLEFIELD,MARTH
804,BATTLEFIELD,FOX
805,BATTLEFIELD,FOX
806,YOSHIS_STORY,FOX
807,FINAL_DESTINATION,FOX
808,POKEMON_STADIUM,MARTH
809,DREAMLAND,MARTH
810,FOUNTAIN_OF_DREAMS,FOX
811,FOUNTAIN_OF_DREAMS,FOX
812,YOSHIS_STORY,FOX
813,YOSHIS_STORY,MARTH
814,FINAL_DESTINATION,MARTH
815,FOUNTAIN_OF_DREAMS,MARTH
816,FOUNTAIN_OF_DREAMS,MARTH
817,FINAL_DESTINATION,FOX
818,FOUNTAIN_OF_DREAMS,FOX
819,FOUNTAIN_OF_DREAMS,FOX
820,YOSHIS_STORY,MARTH
821,BATTLEFIELD,FOX
822,BATTLEFIELD,FOX
823,FINAL_DESTINATION,FOX
824,FOUNTAIN_OF_DREAMS,FOX
825,FOUNTAIN_OF_DREAMS,MARTH
826,YOSHIS_STORY,FOX
827,POKEMON_STADIUM,FOX
828,BATTLEFIELD,MARTH
829,DREAMLAND,MARTH
830,FOUNTAIN_OF_DREAMS,FOX
831,POKEMON_STADIUM,MARTH
832,YOSHIS_STORY,FOX
833,DREAMLAND,FOX
834,POKEMON_STADIUM,MARTH
835,BATTLEFIELD,MARTH
836,POKEMON_STADIUM,FOX
837,DREAMLAND,MARTH
838,DREAMLAND,MARTH
839,YOSHIS_STORY,MARTH
840,BATTLEFIELD,MARTH
841,FINAL_DESTINATION,FOX
842,DREAMLAND,MARTH
843,BATTLEFIELD,FOX
844,BATTLEFIELD,FOX
845,DREAMLAND,FOX
846,FOUNTAIN_OF_DREAMS,FOX
847,POKEMON_STADIUM,FOX
848,POKEMON_STADIUM,MARTH
849,FINAL_DESTINATION,MARTH
850,FOUNTAIN_OF_DREAMS,MARTH
851,YOSHIS_STORY,MARTH
852,FINAL_DESTINATION,MARTH
853,FOUNTAIN_OF_DREAMS,FOX
854,POKEMON_STADIUM,MARTH
855,YOSHIS_STORY,FOX
856,DREAMLAND,FOX
857,FINAL_DESTINATION,MARTH
858,DREAMLAND,FOX
859,FINAL_DESTINATION,FOX
860,BATTLEFIELD,FOX
861,BATTLEFIELD,FOX
862,YOSHIS_STORY,FOX
863,FOUNTAIN_OF_DREAMS,MARTH
864,FINAL_DESTINATION,MARTH
865,DREAMLAND,FOX
866,POKEMON_STADIUM,MARTH
867,DREAMLAND,MARTH
868,FOUNTAIN_OF_DREAMS,FOX
869,POKEMON_STADIUM,MARTH
870,FINAL_DESTINATION,MARTH
871,YOSHIS_STORY,FOX
872,BATTLEFIELD,FOX
873,DREAMLAND,FOX
874,YOSHIS_STORY,MARTH
875,FOUNTAIN_OF_DREAMS,MARTH
876,DREAMLAND,FOX
877,POKEMON_STADIUM,FOX
878,POKEMON_STADIUM,FOX
879,DREAMLAND,MARTH
880,YOSHIS_STORY,FOX
881,POKEMON_STADIUM,MARTH
882,FINAL_DESTINATION,FOX
883,YOSHIS_STORY,MARTH
884,FOUNTAIN_OF_DREAMS,MARTH
885,DREAMLAND,FOX
886,YOSHIS_STORY,FOX
887,YOSHIS_STORY,MARTH
888,FINAL_DESTINATION,MARTH
889,BATTLEFIELD,FOX
890,DREAMLAND,MARTH
891,YOSHIS_STORY,MARTH
892,BATTLEFIELD,FOX
893,FOUNTAIN_OF_DREAMS,FOX
894,FOUNTAIN_OF_DREAMS,FOX
895,FOUNTAIN_OF_DREAMS,FOX
896,YOSHIS_STORY,MARTH
897,POKEMON_STADIUM,FOX
898,DREAMLAND,FOX
899,BATTLEFIELD,MARTH
900,POKEMON_STADIUM,FOX
901,FOUNTAIN_OF_DREAMS,FOX
902,DREAMLAND,FOX
903,POKEMON_STADIUM,FOX
904,YOSHIS_STORY,FOX
905,BATTLEFIELD,FOX
906,POKEMON_STADIUM,MARTH
907,BATTLEFIELD,FOX
908,POKEMON_STADIUM,MARTH
909,YOSHIS_STORY,MARTH
910,POKEMON_STADIUM,FOX
911,FINAL_DESTINATION,MARTH
912,FOUNTAIN_OF_DREAMS,FOX
913,BATTLEFIELD,MARTH
914,DREAMLAND,MARTH
915,DREAMLAND,MARTH
916,YOSHIS_STORY,FOX
917,FINAL_DESTINATION,MARTH
918,POKEMON_STADIUM,MARTH
919,BATTLEFIELD,FOX
920,BRINSTAR,FOX
921,RAINBOW_CRUISE,FOX
922,KONGO_JUNGLE_N64,MARTH
923,POKE_FLOATS,FOX
924,JUNGLE_JAPES,MARTH
925,POKE_FLOATS,MARTH
926,RAINBOW_CRUISE,MARTH
927,GREEN_GREENS,MARTH
928,MUTE_CITY,FOX
929,DREAMLAND,MARTH
930,FINAL_DESTINATION,FOX
931,BATTLEFIELD,FOX
932,FINAL_DESTINATION,FOX
933,POKEMON_STADIUM,FOX
934,DREAMLAND,MARTH
935,FINAL_DESTINATION,FOX
936,BATTLEFIELD,MARTH
937,DREAMLAND,MARTH
938,BATTLEFIELD,FOX
939,POKEMON_STADIUM,FOX
940,POKEMON_STADIUM,FOX
941,FOUNTAIN_OF_DREAMS,MARTH
942,POKEMON_STADIUM,MARTH
943,FINAL_DESTINATION,FOX
944,BATTLEFIELD,FOX
945,BATTLEFIELD,FOX
946,POKEMON_STADIUM,FOX
947,BATTLEFIELD,FOX
948,FINAL_DESTINATION,MARTH
949,FOUNTAIN_OF_DREAMS,MARTH
950,BATTLEFIELD,FOX
951,DREAMLAND,FOX
952,POKEMON_STADIUM,MARTH
953,FINAL_DESTINATION,FOX
954,POKEMON_STADIUM,MARTH
955,BATTLEFIELD,FOX
956,FINAL_DESTINATION,MARTH
957,DREAMLAND,MARTH
958,FINAL_DESTINATION,MARTH
959,YOSHIS_STORY,MARTH
960,POKEMON_STADIUM,MARTH
961,BATTLEFIELD,MARTH
962,FOUNTAIN_OF_DREAMS,FOX
963,FOUNTAIN_OF_DREAMS,MARTH
964,POKEMON_STADIUM,MARTH
965,BATTLEFIELD,FOX
966,BATTLEFIELD,MARTH
967,FINAL_DESTINATION,MARTH
968,FINAL_DESTINATION,FOX
969,YOSHIS_STORY,FOX
970,DREAMLAND,MARTH
971,POKEMON_STADIUM,MARTH
972,FINAL_DESTINATION,MARTH
973,POKEMON_STADIUM,MARTH
974,DREAMLAND,MARTH
975,BATTLEFIELD,FOX
976,DREAMLAND,FOX
977,POKEMON_STADIUM,FOX
978,POKEMON_STADIUM,FOX
979,BATTLEFIELD,FOX
980,DREAMLAND,FOX
981,FINAL_DESTINATION,FOX
982,BATTLEFIELD,MARTH
983,FOUNTAIN_OF_DREAMS,MARTH
984,YOSHIS_STORY,FOX
985,FINAL_DESTINATION,MARTH
986,YOSHIS_STORY,FOX
987,POKEMON_STADIUM,FOX
988,POKEMON_STADIUM,MARTH
989,POKEMON_STADIUM,MARTH
990,BATTLEFIELD,MARTH
991,DREAMLAND,MARTH
992,POKEMON_STADIUM,MARTH
993,FINAL_DESTINATION,FOX
994,YOSHIS_STORY,MARTH
995,YOSHIS_STORY,MARTH
996,FINAL_DESTINATION,FOX
997,DREAMLAND,FOX
998,BATTLEFIELD,FOX
999,DREAMLAND,FOX
1000,FINAL_DESTINATION,MARTH
1001,BATTLEFIELD,FOX
1002,POKEMON_STADIUM,MARTH
1003,YOSHIS_STORY,MARTH
1004,FINAL_DESTINATION,MARTH
1005,POKEMON_STADIUM,MARTH
1006,FINAL_DESTINATION,FOX
1007,BATTLEFIELD,FOX
1008,FINAL_DESTINATION,MARTH
1009,FOUNTAIN_OF_DREAMS,MARTH
1010,YOSHIS_STORY,MARTH
1011,DREAMLAND,FOX
1012,FINAL_DESTINATION,MARTH
1013,POKEMON_STADIUM,MARTH
1014,FOUNTAIN_OF_DREAMS,FOX
1015,YOSHIS_STORY,MARTH
1016,BATTLEFIELD,FOX
1017,FINAL_DESTINATION,MARTH
1018,BATTLEFIELD,MARTH
1019,DREAMLAND,MARTH
1020,YOSHIS_STORY,MARTH
1021,POKEMON_STADIUM,MARTH
1022,FINAL_DESTINATION,MARTH
1023,FOUNTAIN_OF_DREAMS,MARTH
1024,BATTLEFIELD,MARTH
1025,POKEMON_STADIUM,FOX
1026,BATTLEFIELD,MARTH
1027,BATTLEFIELD,MARTH
1028,POKEMON_STADIUM,FOX
1029,POKEMON_STADIUM,FOX
1030,FOUNTAIN_OF_DREAMS,FOX
1031,POKEMON_STADIUM,MARTH
1032,DREAMLAND,MARTH
1033,DREAMLAND,MARTH
1034,FOUNTAIN_OF_DREAMS,FOX
1035,FOUNTAIN_OF_DREAMS,FOX
1036,FOUNTAIN_OF_DREAMS,FOX
1037,YOSHIS_STORY,MARTH
1038,POKEMON_STADIUM,FOX
1039,POKEMON_STADIUM,MARTH
1040,BATTLEFIELD,MARTH
1041,FINAL_DESTINATION,FOX
1042,YOSHIS_STORY,MARTH
1043,DREAMLAND,MARTH
1044,FOUNTAIN_OF_DREAMS,FOX
1045,FINAL_DESTINATION,FOX
1046,BATTLEFIELD,FOX
1047,POKEMON_STADIUM,FOX
1048,FINAL_DESTINATION,FOX
1049,POKEMON_STADIUM,MARTH
1050,FINAL_DESTINATION,MARTH
1051,YOSHIS_STORY,FOX
1052,YOSHIS_STORY,FOX
1053,DREAMLAND,MARTH
1054,YOSHIS_STORY,FOX
1055,FOUNTAIN_OF_DREAMS,MARTH
1056,FOUNTAIN_OF_DREAMS,FOX
1057,POKEMON_STADIUM,FOX
1058,FINAL_DESTINATION,FOX
1059,POKEMON_STADIUM,FOX
1060,DREAMLAND,FOX
1061,DREAMLAND,FOX
1062,BATTLEFIELD,MARTH
1063,DREAMLAND,MARTH
1064,FOUNTAIN_OF_DREAMS,FOX
1065,FOUNTAIN_OF_DREAMS,FOX
1066,BATTLEFIELD,MARTH
1067,YOSHIS_STORY,MARTH
1068,DREAMLAND,FOX
1069,DREAMLAND,FOX
1070,YOSHIS_STORY,FOX
1071,BATTLEFIELD,FOX
1072,POKEMON_STADIUM,FOX
1073,YOSHIS_STORY,FOX
1074,YOSHIS_STORY,FOX
1075,FINAL_DESTINATION,FOX
1076,FINAL_DESTINATION,FOX
1077,DREAMLAND,MARTH
1078,BATTLEFIELD,FOX
1079,YOSHIS_STORY,FOX
1080,BATTLEFIELD,MARTH
1081,YOSHIS_STORY,MARTH
1082,FOUNTAIN_OF_DREAMS,FOX
1083,YOSHIS_STORY,FOX
1084,DREAMLAND,FOX
1085,POKEMON_STADIUM,MARTH
1086,FOUNTAIN_OF_DREAMS,FOX
1087,BATTLEFIELD,FOX
1088,FINAL_DESTINATION,FOX
1089,BATTLEFIELD,MARTH
1090,BATTLEFIELD,FOX
1091,POKEMON_STADIUM,FOX
1092,FINAL_DESTINATION,FOX
1093,FOUNTAIN_OF_DREAMS,FOX
1094,POKEMON_STADIUM,MARTH
1095,FOUNTAIN_OF_DREAMS,MARTH
1096,FOUNTAIN_OF_DREAMS,FOX
1097,FOUNTAIN_OF_DREAMS,FOX
1098,YOSHIS_STORY,MARTH
1099,YOSHIS_STORY,FOX
1100,DREAMLAND,FOX
1101,FINAL_DESTINATION,FOX
1102,DREAMLAND,MARTH
1103,BATTLEFIELD,MARTH
1104,POKEMON_STADIUM,FOX
1105,POKEMON_STADIUM,MARTH
1106,FOUNTAIN_OF_DREAMS,MARTH
1107,BATTLEFIELD,MARTH
1108,BATTLEFIELD,FOX
1109,FINAL_DESTINATION,FOX
1110,DREAMLAND,FOX
1111,BATTLEFIELD,MARTH
1112,YOSHIS_STORY,MARTH
1113,FOUNTAIN_OF_DREAMS,FOX
1114,DREAMLAND,MARTH
1115,YOSHIS_STORY,MARTH
1116,YOSHIS_STORY,FOX
1117,BATTLEFIELD,FOX
1118,YOSHIS_STORY,FOX
1119,BATTLEFIELD,FOX
1120,DREAMLAND,FOX
1121,BATTLEFIELD,FOX
1122,FINAL_DESTINATION,FOX
1123,YOSHIS_STORY,FOX
1124,BATTLEFIELD,MARTH
1125,BATTLEFIELD,MARTH
1126,DREAMLAND,MARTH
1127,BATTLEFIELD,FOX
1128,BATTLEFIELD,MARTH
1129,BATTLEFIELD,MARTH
1130,YOSHIS_STORY,MARTH
1131,POKEMON_STADIUM,FOX
1132,BATTLEFIELD,MARTH
1133,BATTLEFIELD,FOX
1134,BATTLEFIELD,MARTH
1135,FOUNTAIN_OF_DREAMS,MARTH
1136,FOUNTAIN_OF_DREAMS,FOX
1137,POKEMON_STADIUM,FOX
1138,BATTLEFIELD,FOX
1139,YOSHIS_STORY,FOX
1140,YOSHIS_STORY,MARTH
1141,BATTLEFIELD,MARTH
1142,DREAMLAND,FOX
1143,POKEMON_STADIUM,FOX
1144,FOUNTAIN_OF_DREAMS,FOX
1145,FINAL_DESTINATION,MARTH
1146,BATTLEFIELD,FOX
1147,FOUNTAIN_OF_DREAMS,FOX
1148,DREAMLAND,MARTH
1149,BATTLEFIELD,FOX
1150,FINAL_DESTINATION,FOX
1151,BATTLEFIELD,FOX
1152,DREAMLAND,MARTH
1153,POKEMON_STADIUM,FOX
1154,FINAL_DESTINATION,MARTH
1155,POKEMON_STADIUM,FOX
1156,BATTLEFIELD,MARTH
1157,YOSHIS_STORY,FOX
1158,BATTLEFIELD,MARTH
1159,BATTLEFIELD,MARTH
1160,FOUNTAIN_OF_DREAMS,MARTH
1161,GREEN_GREENS,FOX
1162,DREAMLAND,MARTH
1163,POKEMON_STADIUM,MARTH
1164,DREAMLAND,FOX
1165,POKEMON_STADIUM,MARTH
1166,BATTLEFIELD,MARTH
1167,POKEMON_STADIUM,MARTH
1168,BATTLEFIELD,FOX
1169,BATTLEFIELD,MARTH
1170,BRINSTAR,FOX
1171,KONGO_JUNGLE_N64,FOX
1172,BATTLEFIELD,FOX
1173,BATTLEFIELD,FOX
1174,FINAL_DESTINATION,FOX
1175,YOSHIS_STORY,FOX
1176,BATTLEFIELD,FOX
1177,BATTLEFIELD,FOX
1178,YOSHIS_STORY,MARTH
1179,FOUNTAIN_OF_DREAMS,MARTH
1180,POKEMON_STADIUM,MARTH
1181,DREAMLAND,MARTH
1182,FOUNTAIN_OF_DREAMS,FOX
1183,POKEMON_STADIUM,MARTH
1184,POKEMON_STADIUM,MARTH
1185,FOUNTAIN_OF_DREAMS,MARTH
1186,YOSHIS_STORY,FOX
1187,BATTLEFIELD,FOX
1188,BATTLEFIELD,FOX
1189,DREAMLAND,MARTH
1190,POKEMON_STADIUM,MARTH
1191,BATTLEFIELD,MARTH
1192,POKEMON_STADIUM,MARTH
1193,DREAMLAND,FOX
1194,YOSHIS_STORY,FOX
1195,BATTLEFIELD,MARTH
1196,BATTLEFIELD,MARTH
1197,BATTLEFIELD,MARTH
1198,FOUNTAIN_OF_DREAMS,MARTH
1199,FOUNTAIN_OF_DREAMS,MARTH
1200,POKEMON_STADIUM,FOX
1201,FINAL_DESTINATION,MARTH
1202,FOUNTAIN_OF_DREAMS,MARTH
1203,DREAMLAND,MARTH
1204,YOSHIS_STORY,FOX
1205,DREAMLAND,FOX
1206,BATTLEFIELD,MARTH
1207,BATTLEFIELD,MARTH
1208,BATTLEFIELD,FOX
1209,POKEMON_STADIUM,FOX
1210,FOUNTAIN_OF_DREAMS,MARTH
1211,BATTLEFIELD,MARTH
1212,DREAMLAND,MARTH
1213,YOSHIS_STORY,FOX
1214,BATTLEFIELD,MARTH
1215,YOSHIS_STORY,MARTH
1216,YOSHIS_STORY,MARTH
1217,YOSHIS_STORY,FOX
1218,FINAL_DESTINATION,FOX
1219,BATTLEFIELD,FOX
1220,BATTLEFIELD,FOX
1221,YOSHIS_STORY,MARTH
1222,BATTLEFIELD,MARTH
1223,DREAMLAND,FOX
1224,FOUNTAIN_OF_DREAMS,FOX
1225,YOSHIS_STORY,MARTH
1226,POKEMON_STADIUM,FOX
1227,BATTLEFIELD,MARTH
1228,YOSHIS_STORY,FOX
1229,FINAL_DESTINATION,FOX
1230,YOSHIS_STORY,FOX
1231,BATTLEFIELD,MARTH
1232,BATTLEFIELD,MARTH
1233,POKEMON_STADIUM,FOX
1234,BATTLEFIELD,FOX
1235,YOSHIS_STORY,FOX
1236,FOUNTAIN_OF_DREAMS,MARTH
1237,BATTLEFIELD,FOX
1238,POKEMON_STADIUM,FOX
1239,BATTLEFIELD,MARTH
1240,DREAMLAND,FOX
1241,POKEMON_STADIUM,MARTH
1242,FOUNTAIN_OF_DREAMS,FOX
1243,FOUNTAIN_OF_DREAMS,FOX
1244,POKEMON_STADIUM,MARTH
1245,POKEMON_STADIUM,MARTH
1246,FOUNTAIN_OF_DREAMS,FOX
1247,POKEMON_STADIUM,MARTH
1248,POKEMON_STADIUM,MARTH
1249,BATTLEFIELD,MARTH
1250,FOUNTAIN_OF_DREAMS,MARTH
1251,FOUNTAIN_OF_DREAMS,MARTH
1252,YOSHIS_STORY,MARTH
1253,DREAMLAND,MARTH
1254,YOSHIS_STORY,FOX
1255,POKEMON_STADIUM,MARTH
1256,FINAL_DESTINATION,MARTH
1257,BATTLEFIELD,MARTH
1258,FOUNTAIN_OF_DREAMS,FOX
1259,DREAMLAND,MARTH
1260,FOUNTAIN_OF_DREAMS,MARTH
1261,FINAL_DESTINATION,MARTH
1262,YOSHIS_STORY,FOX
1263,FOUNTAIN_OF_DREAMS,FOX
1264,FINAL_DESTINATION,FOX
1265,POKEMON_STADIUM,MARTH
1266,FOUNTAIN_OF_DREAMS,MARTH
1267,YOSHIS_STORY,FOX
1268,BATTLEFIELD,FOX
1269,BATTLEFIELD,FOX
1270,DREAMLAND,FOX
1271,YOSHIS_STORY,FOX
1272,POKEMON_STADIUM,FOX
1273,BATTLEFIELD,FOX
1274,FINAL_DESTINATION,FOX
1275,YOSHIS_STORY,FOX
1276,BATTLEFIELD,FOX
1277,BATTLEFIELD,MARTH
1278,BATTLEFIELD,FOX
1279,FOUNTAIN_OF_DREAMS,MARTH
1280,POKEMON_STADIUM,FOX
1281,YOSHIS_STORY,FOX
1282,YOSHIS_STORY,MARTH
1283,POKEMON_STADIUM,MARTH
1284,DREAMLAND,MARTH
1285,FOUNTAIN_OF_DREAMS,FOX
1286,FOUNTAIN_OF_DREAMS,FOX
1287,POKEMON_STADIUM,FOX
1288,YOSHIS_STORY,MARTH
1289,BATTLEFIELD,FOX
1290,FOUNTAIN_OF_DREAMS,FOX
1291,POKEMON_STADIUM,MARTH
1292,DREAMLAND,FOX
1293,DREAMLAND,FOX
1294,BATTLEFIELD,FOX
1295,YOSHIS_STORY,FOX
1296,FOUNTAIN_OF_DREAMS,FOX
1297,FINAL_DESTINATION,FOX
1298,POKEMON_STADIUM,MARTH
1299,POKEMON_STADIUM,MARTH
1300,YOSHIS_STORY,FOX
1301,DREAMLAND,MARTH
1302,DREAMLAND,FOX
1303,BATTLEFIELD,MARTH
1304,POKEMON_STADIUM,FOX
1305,FINAL_DESTINATION,MARTH
1306,KONGO_JUNGLE_N64,MARTH
1307,YOSHIS_STORY,FOX
1308,BATTLEFIELD,MARTH
1309,BATTLEFIELD,MARTH
1310,POKEMON_STADIUM,MARTH
1311,DREAMLAND,FOX
1312,YOSHIS_STORY,MARTH
1313,FOUNTAIN_OF_DREAMS,MARTH
1314,YOSHIS_STORY,MARTH
1315,FOUNTAIN_OF_DREAMS,MARTH
1316,POKEMON_STADIUM,MARTH
1317,DREAMLAND,MARTH
1318,POKEMON_STADIUM,MARTH
1319,DREAMLAND,MARTH
1320,DREAMLAND,FOX
1321,FOUNTAIN_OF_DREAMS,FOX
1322,FOUNTAIN_OF_DREAMS,FOX
1323,DREAMLAND,FOX
1324,DREAMLAND,FOX
1325,FOUNTAIN_OF_DREAMS,MARTH
1326,FOUNTAIN_OF_DREAMS,MARTH
1327,FOUNTAIN_OF_DREAMS,FOX
1328,DREAMLAND,FOX
1329,POKEMON_STADIUM,MARTH
1330,POKEMON_STADIUM,MARTH
1331,DREAMLAND,FOX
1332,FINAL_DESTINATION,MARTH
1333,FOUNTAIN_OF_DREAMS,MARTH
1334,FOUNTAIN_OF_DREAMS,MARTH
1335,POKEMON_STADIUM,FOX
1336,FINAL_DESTINATION,FOX
1337,BATTLEFIELD,FOX
1338,FOUNTAIN_OF_DREAMS,MARTH
1339,YOSHIS_STORY,FOX
1340,YOSHIS_STORY,MARTH
1341,FINAL_DESTINATION,MARTH
1342,BATTLEFIELD,MARTH
1343,POKEMON_STADIUM,MARTH
1344,YOSHIS_STORY,FOX
1345,BATTLEFIELD,MARTH
1346,FOUNTAIN_OF_DREAMS,MARTH
1347,DREAMLAND,MARTH
1348,YOSHIS_STORY,MARTH
1349,FINAL_DESTINATION,FOX
1350,FINAL_DESTINATION,FOX
1351,BATTLEFIELD,MARTH
1352,YOSHIS_STORY,MARTH
1353,DREAMLAND,MARTH
1354,DREAMLAND,MARTH
1355,YOSHIS_STORY,FOX
1356,POKEMON_STADIUM,MARTH
1357,POKEMON_STADIUM,MARTH
1358,FINAL_DESTINATION,MARTH
1359,FOUNTAIN_OF_DREAMS,MARTH
1360,YOSHIS_STORY,MARTH
1361,FOUNTAIN_OF_DREAMS,FOX
1362,DREAMLAND,FOX
1363,DREAMLAND,MARTH
1364,DREAMLAND,MARTH
1365,YOSHIS_STORY,MARTH
1366,POKEMON_STADIUM,MARTH
1367,YOSHIS_STORY,MARTH
1368,YOSHIS_STORY,MARTH
1369,YOSHIS_STORY,MARTH
1370,YOSHIS_STORY,FOX
1371,FOUNTAIN_OF_DREAMS,MARTH
1372,POKEMON_STADIUM,MARTH
1373,YOSHIS_STORY,FOX
1374,POKEMON_STADIUM,MARTH
1375,POKEMON_STADIUM,FOX
1376,FOUNTAIN_OF_DREAMS,MARTH
1377,FOUNTAIN_OF_DREAMS,MARTH
1378,FINAL_DESTINATION,MARTH
1379,POKEMON_STADIUM,FOX
1380,BATTLEFIELD,MARTH
1381,FINAL_DESTINATION,MARTH
1382,FOUNTAIN_OF_DREAMS,MARTH
1383,POKEMON_STADIUM,FOX
1384,YOSHIS_STORY,FOX
1385,FINAL_DESTINATION,MARTH
1386,FINAL_DESTINATION,FOX
1387,DREAMLAND,MARTH
1388,YOSHIS_STORY,MARTH
1389,BATTLEFIELD,FOX
1390,POKEMON_STADIUM,MARTH
1391,FOUNTAIN_OF_DREAMS,MARTH
1392,BATTLEFIELD,FOX
1393,FOUNTAIN_OF_DREAMS,FOX
1394,BATTLEFIELD,MARTH
1395,POKEMON_STADIUM,FOX
1396,DREAMLAND,FOX
1397,POKEMON_STADIUM,MARTH
1398,FOUNTAIN_OF_DREAMS,FOX
1399,FINAL_DESTINATION,MARTH
1400,POKEMON_STADIUM,MARTH
1401,FINAL_DESTINATION,MARTH
1402,BATTLEFIELD,MARTH
1403,FINAL_DESTINATION,MARTH
1404,BATTLEFIELD,MARTH
1405,DREAMLAND,MARTH
1406,YOSHIS_STORY,MARTH
1407,YOSHIS_STORY,MARTH
1408,POKEMON_STADIUM,MARTH
1409,POKEMON_STADIUM,FOX
1410,DREAMLAND,FOX
1411,FOUNTAIN_OF_DREAMS,FOX
1412,BATTLEFIELD,FOX
1413,DREAMLAND,MARTH
1414,FINAL_DESTINATION,MARTH
1415,BATTLEFIELD,FOX
1416,DREAMLAND,MARTH
1417,POKEMON_STADIUM,FOX
1418,DREAMLAND,FOX
1419,BATTLEFIELD,FOX
1420,FOUNTAIN_OF_DREAMS,FOX
1421,DREAMLAND,MARTH
1422,FINAL_DESTINATION,FOX
1423,DREAMLAND,FOX
1424,BATTLEFIELD,MARTH
1425,DREAMLAND,FOX
1426,BATTLEFIELD,FOX
1427,BATTLEFIELD,MARTH
1428,DREAMLAND,MARTH
1429,DREAMLAND,FOX
1430,YOSHIS_STORY,MARTH
1431,POKEMON_STADIUM,MARTH
1432,POKEMON_STADIUM,FOX
1433,FINAL_DESTINATION,FOX
1434,DREAMLAND,FOX
1435,DREAMLAND,FOX
1436,FINAL_DESTINATION,FOX
1437,BATTLEFIELD,MARTH
1438,FINAL_DESTINATION,FOX
1439,DREAMLAND,FOX
1440,YOSHIS_STORY,FOX
1441,POKEMON_STADIUM,MARTH
1442,BATTLEFIELD,FOX
1443,FOUNTAIN_OF_DREAMS,FOX
1444,FINAL_DESTINATION,MARTH
1445,BATTLEFIELD,MARTH
1446,YOSHIS_STORY,FOX
1447,DREAMLAND,MARTH
1448,FOUNTAIN_OF_DREAMS,MARTH
1449,DREAMLAND,FOX
1450,FOUNTAIN_OF_DREAMS,FOX
1451,POKEMON_STADIUM,MARTH
1452,YOSHIS_STORY,MARTH
1453,YOSHIS_STORY,MARTH
1454,FINAL_DESTINATION,FOX
1455,BATTLEFIELD,MARTH
1456,YOSHIS_STORY,MARTH
1457,BATTLEFIELD,FOX
1458,BATTLEFIELD,FOX
1459,YOSHIS_STORY,FOX
1460,BATTLEFIELD,FOX
1461,DREAMLAND,MARTH
1462,FOUNTAIN_OF_DREAMS,FOX
1463,BATTLEFIELD,FOX
1464,DREAMLAND,FOX
1465,FOUNTAIN_OF_DREAMS,MARTH
1466,FINAL_DESTINATION,MARTH
1467,YOSHIS_STORY,FOX
1468,FOUNTAIN_OF_DREAMS,FOX
1469,FINAL_DESTINATION,MARTH
1470,POKEMON_STADIUM,FOX
1471,FOUNTAIN_OF_DREAMS,FOX
1472,BATTLEFIELD,MARTH
1473,DREAMLAND,FOX
1474,FOUNTAIN_OF_DREAMS,MARTH
1475,BATTLEFIELD,MARTH
1476,FINAL_DESTINATION,FOX
1477,BATTLEFIELD,MARTH
1478,FINAL_DESTINATION,FOX
1479,FOUNTAIN_OF_DREAMS,FOX
1480,BATTLEFIELD,FOX
1481,BATTLEFIELD,FOX
1482,DREAMLAND,FOX
1483,BATTLEFIELD,FOX
1484,FOUNTAIN_OF_DREAMS,FOX
1485,BATTLEFIELD,FOX
1486,POKEMON_STADIUM,FOX
1487,DREAMLAND,FOX
1488,YOSHIS_STORY,FOX
1489,BATTLEFIELD,FOX
1490,YOSHIS_STORY,FOX
1491,YOSHIS_STORY,FOX
1492,BATTLEFIELD,MARTH
1493,FINAL_DESTINATION,MARTH
1494,YOSHIS_STORY,FOX
1495,DREAMLAND,FOX
1496,FINAL_DESTINATION,FOX
1497,FOUNTAIN_OF_DREAMS,FOX
1498,BATTLEFIELD,FOX
1499,POKEMON_STADIUM,FOX
1500,POKEMON_STADIUM,FOX
1501,FINAL_DESTINATION,FOX
1502,POKEMON_STADIUM,FOX
1503,FOUNTAIN_OF_DREAMS,FOX
1504,YOSHIS_STORY,FOX
1505,POKEMON_STADIUM,FOX
